TransactionID,TransactionDate,PayorName,PayorAccountNumber,PayorBank,PayorRoutingNumber,PayeeName,PayeeAccountNumber,PayeeBank,PayeeRoutingNumber,TransactionType,Amount,Currency,Status
TRNDA57466FED,2025-01-09,PayDay Services Inc.,9542152707,Wells Fargo,121000248,Intel Corp.,2247405094,BMO Harris Bank (US),071000288,ACH Debit,41961.51,USD,Pending
TRNA553DF1F5E,2025-11-10,CVS Health,1921056076,BMO Harris Bank (US),071000288,Chevron,7571637092,U.S. Bank,091000022,ACH Credit,190543.74,USD,Completed
TRNC9A97CF6EF,2025-03-26,Oracle Corp.,4464579612,BMO Harris Bank (US),071000288,Global Logistics Partners,2333828629,Bank of America,026009593,ACH Credit,26530.28,USD,Completed
TRNE021F89A8E,2025-10-22,Digital Realty Trust,7828725221,U.S. Bank,091000022,Starbucks Corp.,5451946989,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),732.95,USD,Completed
TRNCE03743539,2025-10-19,AmerisourceBergen,3737968211,BMO Harris Bank (US),071000288,The Home Depot,3153767372,"TD Bank, N.A. (US)",031101266,ACH Debit,23259.94,USD,Completed
TRNE1FDD186E9,2025-10-18,Global Logistics Partners,6804376403,Bank of America,026009593,Office Depot,1794235337,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),21070.01,USD,Completed
TRN6266AD8A00,2025-06-29,Innovative Tech Solutions,7400889747,BMO Harris Bank (US),071000288,McKesson,8502236393,Wells Fargo,121000248,ACH Credit,246714.58,USD,Completed
TRNA266D8E431,2025-09-09,Costco Wholesale,9936877749,PNC Bank,043000096,Delta Air Lines,7868892053,BMO Harris Bank (US),071000288,ACH Debit,69673.70,USD,Completed
TRNB9656299E8,2025-06-11,Oracle Corp.,5120763540,Wells Fargo,121000248,UnitedHealth Group,8743488710,BMO Harris Bank (US),071000288,ACH Credit,169800.48,USD,Pending
TRN7F3B5006C9,2025-11-24,Ford Motor Company,7789081582,BMO Harris Bank (US),071000288,Creative Marketing Group,2399316594,PNC Bank,043000096,ACH Credit,138425.00,USD,Completed
TRNE9D3CD78BC,2025-07-28,Walmart Inc.,1605594576,Bank of America,026009593,Chevron,5539887865,BMO Harris Bank (US),071000288,ACH Credit,221118.76,USD,Completed
TRN2D25664486,2025-06-21,General Motors,4019956849,U.S. Bank,091000022,Kroger,8231882683,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),9692.30,USD,Completed
TRNAFFED1CF32,2025-05-25,Microsoft Corp.,6550504645,Citibank,021000089,United Parcel Service (UPS),4482946684,BMO Harris Bank (US),071000288,Domestic Wire,158809.26,USD,Completed
TRNB071C92206,2025-11-06,"Amazon.com, Inc.",1859351209,Bank of America,026009593,Oracle Corp.,8357450953,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),23563.65,USD,Completed
TRN468F259EB5,2025-12-12,Global Logistics Partners,6399195974,BMO Harris Bank (US),071000288,PayDay Services Inc.,9165253303,"TD Bank, N.A. (US)",031101266,ACH Debit,188065.50,USD,Pending
TRN802387BD50,2025-04-13,Global Logistics Partners,5496789365,BMO Harris Bank (US),071000288,Verizon Communications,8634164401,"TD Bank, N.A. (US)",031101266,Domestic Wire,3923986.96,USD,Completed
TRN9246B2408C,2025-07-08,Ford Motor Company,5006720617,Citibank,021000089,United Parcel Service (UPS),3537103348,BMO Harris Bank (US),071000288,ACH Debit,68467.44,USD,Completed
TRNE7988CAA36,2025-10-15,United Parcel Service (UPS),3295251396,BMO Harris Bank (US),071000288,Office Depot,6053777549,Bank of America,026009593,ACH Credit,48942.16,USD,Failed
TRN28A72CF3A0,2025-04-20,Sysco Corporation,1083136680,BMO Harris Bank (US),071000288,Starbucks Corp.,9330081919,JPMorgan Chase,021000021,ACH Credit,143903.68,USD,Failed
TRN9EF492E255,2025-02-03,Sysco Corporation,4973122354,Bank of America,026009593,Kroger,3478073607,BMO Harris Bank (US),071000288,ACH Credit,56117.01,USD,Completed
TRND040E27B9F,2025-12-20,Delta Air Lines,7058564946,BMO Harris Bank (US),071000288,The Home Depot,7165372081,Bank of America,026009593,ACH Debit,8202.15,USD,Completed
TRN60EFAD84DA,2025-10-22,Cardinal Health,7362533941,BMO Harris Bank (US),071000288,Boeing,3102794041,Wells Fargo,121000248,ACH Debit,142330.61,USD,Completed
TRN4B6BB3B32D,2025-09-21,Gordon Food Service,1054763432,BMO Harris Bank (US),071000288,Procter & Gamble,9124537168,JPMorgan Chase,021000021,ACH Credit,105571.77,USD,Completed
TRNCB23429C49,2025-09-06,IBM,7830237517,BMO Harris Bank (US),071000288,Global Logistics Partners,8708785603,JPMorgan Chase,021000021,ACH Credit,228014.22,USD,Completed
TRN81AED44644,2025-03-18,Gordon Food Service,3241650084,BMO Harris Bank (US),071000288,Office Depot,1261309458,"TD Bank, N.A. (US)",031101266,ACH Debit,182437.61,USD,Completed
TRN4EAFFA52F2,2025-06-28,American Tower Corp.,8025014403,BMO Harris Bank (US),071000288,Kroger,3584548233,Wells Fargo,121000248,Domestic Wire,1679379.23,USD,Completed
TRN07017DC547,2025-05-04,Target Corp.,8532566352,BMO Harris Bank (US),071000288,Ford Motor Company,1623285362,U.S. Bank,091000022,RTP (Real-Time Payment),20169.76,USD,Completed
TRNCFA8D40EC5,2025-04-21,Main Street Cafe Supplies,2213571034,BMO Harris Bank (US),071000288,Office Depot,2986210879,PNC Bank,043000096,Domestic Wire,1125458.51,USD,Completed
TRN268FED46F3,2025-04-04,Chevron,7879886579,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,5140729447,Wells Fargo,121000248,ACH Debit,142978.62,USD,Failed
TRN8D705242D2,2025-09-16,American Tower Corp.,5779569005,BMO Harris Bank (US),071000288,IBM,2109385914,JPMorgan Chase,021000021,ACH Credit,31204.64,USD,Completed
TRN1C412E7618,2025-01-18,Cardinal Health,6956935804,BMO Harris Bank (US),071000288,Main Street Cafe Supplies,8208340896,Wells Fargo,121000248,RTP (Real-Time Payment),5620.52,USD,Completed
TRNA5D9F7EBA3,2025-04-02,American Tower Corp.,7864387580,BMO Harris Bank (US),071000288,Procter & Gamble,1194645516,Wells Fargo,121000248,Domestic Wire,1853603.22,USD,Completed
TRN4DF76AC010,2025-05-16,Microsoft Corp.,7126093786,BMO Harris Bank (US),071000288,Procter & Gamble,3867610655,Bank of America,026009593,Domestic Wire,4279597.70,USD,Pending
TRN7BCA95573A,2025-10-19,Cardinal Health,5883896644,BMO Harris Bank (US),071000288,PepsiCo,1343083676,"TD Bank, N.A. (US)",031101266,Domestic Wire,2297238.61,USD,Completed
TRN596B2BED4B,2025-06-23,Main Street Cafe Supplies,5083478101,PNC Bank,043000096,PayDay Services Inc.,8601925107,BMO Harris Bank (US),071000288,ACH Credit,130725.72,USD,Completed
TRNE7E4CC96D3,2025-02-20,Ford Motor Company,3547427356,U.S. Bank,091000022,Global Logistics Partners,3660410524,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),13236.61,USD,Completed
TRN5E77B8F3B9,2025-04-02,Kroger,8157508407,Wells Fargo,121000248,AT&T,6755482199,BMO Harris Bank (US),071000288,Domestic Wire,2959324.96,USD,Failed
TRN0742A4FB6F,2025-10-23,Intel Corp.,5596228104,BMO Harris Bank (US),071000288,Cisco Systems,7355295075,JPMorgan Chase,021000021,ACH Credit,62054.58,USD,Completed
TRN5484F10AD9,2025-03-20,Gordon Food Service,2843645136,BMO Harris Bank (US),071000288,The Walt Disney Company,2751685911,"TD Bank, N.A. (US)",031101266,ACH Debit,224821.14,USD,Pending
TRN35C43FC114,2025-04-24,Apple Inc.,8618628202,PNC Bank,043000096,Target Corp.,8675587096,BMO Harris Bank (US),071000288,Domestic Wire,304216.56,USD,Completed
TRNF3180039A6,2025-12-26,The Walt Disney Company,4814012037,"TD Bank, N.A. (US)",031101266,PayDay Services Inc.,4116668924,BMO Harris Bank (US),071000288,Domestic Wire,345292.61,USD,Completed
TRN7A6B54B94F,2025-05-09,Boeing,9569786842,BMO Harris Bank (US),071000288,"Amazon.com, Inc.",1267041024,Wells Fargo,121000248,Domestic Wire,2788792.10,USD,Completed
TRN141A50B780,2025-09-17,Precision Manufacturing Inc.,4173515623,BMO Harris Bank (US),071000288,Ford Motor Company,3544200639,JPMorgan Chase,021000021,ACH Credit,178630.98,USD,Completed
TRNBE485B56B5,2025-05-23,Alphabet Inc.,9078166250,Wells Fargo,121000248,Marathon Petroleum,2846307012,BMO Harris Bank (US),071000288,ACH Debit,203098.47,USD,Failed
TRNED9F687A19,2025-06-28,United Parcel Service (UPS),2099930863,BMO Harris Bank (US),071000288,UnitedHealth Group,5615258606,U.S. Bank,091000022,RTP (Real-Time Payment),24113.89,USD,Completed
TRN0D9831CE13,2025-04-29,Delta Air Lines,4027439859,BMO Harris Bank (US),071000288,Ford Motor Company,9309974338,"TD Bank, N.A. (US)",031101266,ACH Debit,97170.37,USD,Completed
TRNB9AA2B3F13,2025-03-02,Innovative Tech Solutions,2837561983,BMO Harris Bank (US),071000288,Microsoft Corp.,6718244966,Citibank,021000089,Domestic Wire,4460791.35,USD,Completed
TRN40EAD532E0,2025-12-13,Procter & Gamble,6481788305,BMO Harris Bank (US),071000288,Starbucks Corp.,1539527267,Citibank,021000089,Domestic Wire,3970151.21,USD,Completed
TRNA17A975A90,2025-02-01,Procter & Gamble,2912198436,BMO Harris Bank (US),071000288,Delta Air Lines,9947939045,Wells Fargo,121000248,ACH Credit,45990.33,USD,Completed
TRNA5D51D775D,2025-08-18,Sysco Corporation,3542018990,BMO Harris Bank (US),071000288,Apple Inc.,8907116649,U.S. Bank,091000022,RTP (Real-Time Payment),22071.32,USD,Completed
TRN98370E4B9D,2025-05-04,Walgreens Boots Alliance,2947862308,U.S. Bank,091000022,Intel Corp.,4047098674,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),12172.90,USD,Completed
TRNE9F1497888,2025-10-08,United Parcel Service (UPS),7306718313,BMO Harris Bank (US),071000288,Verizon Communications,3141567650,Citibank,021000089,RTP (Real-Time Payment),23377.97,USD,Pending
TRNA6F3797C3C,2025-08-28,AmerisourceBergen,4844422072,BMO Harris Bank (US),071000288,Microsoft Corp.,2385691482,Citibank,021000089,ACH Debit,199347.09,USD,Completed
TRN258729BF3C,2025-06-16,Chevron,7237841408,U.S. Bank,091000022,Main Street Cafe Supplies,5392087695,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),19598.45,USD,Pending
TRN5AAA034A66,2025-05-05,Oracle Corp.,9575711267,Citibank,021000089,Marathon Petroleum,1128576331,BMO Harris Bank (US),071000288,ACH Debit,97803.90,USD,Completed
TRN36A4C45D55,2025-12-04,Target Corp.,4052256040,Bank of America,026009593,AmerisourceBergen,7298089116,BMO Harris Bank (US),071000288,Domestic Wire,3288306.65,USD,Completed
TRN12DD41663C,2025-11-18,Procter & Gamble,4157268381,"TD Bank, N.A. (US)",031101266,UnitedHealth Group,2205694455,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11967.44,USD,Completed
TRNB19E7BD430,2025-07-22,United Parcel Service (UPS),5591315389,Wells Fargo,121000248,AmerisourceBergen,5866216098,BMO Harris Bank (US),071000288,Domestic Wire,2881596.90,USD,Pending
TRN7EC7DC3E14,2025-07-07,Delta Air Lines,1571370172,BMO Harris Bank (US),071000288,PepsiCo,8963490131,U.S. Bank,091000022,ACH Debit,110027.70,USD,Completed
TRN5ED7830065,2025-04-14,Walgreens Boots Alliance,4934000161,BMO Harris Bank (US),071000288,Chevron,6888842627,U.S. Bank,091000022,Domestic Wire,1567505.67,USD,Completed
TRN221064AED4,2025-07-11,CVS Health,2622249142,Wells Fargo,121000248,Sysco Corporation,3595738241,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),5998.33,USD,Completed
TRNB71948FB0A,2025-12-08,American Tower Corp.,1611570309,Bank of America,026009593,Walgreens Boots Alliance,3541658484,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),5878.35,USD,Pending
TRN419383CD53,2025-06-01,Precision Manufacturing Inc.,7662054869,Wells Fargo,121000248,Kroger,4248446446,BMO Harris Bank (US),071000288,ACH Debit,23393.73,USD,Completed
TRNC8325C160B,2025-11-17,UnitedHealth Group,8297222462,BMO Harris Bank (US),071000288,Marathon Petroleum,3515113141,Bank of America,026009593,Domestic Wire,205086.04,USD,Failed
TRN190FCBD9CB,2025-07-24,The Walt Disney Company,3914893887,"TD Bank, N.A. (US)",031101266,PayDay Services Inc.,7274863296,BMO Harris Bank (US),071000288,Domestic Wire,3037997.11,USD,Completed
TRN84B5C3632F,2025-09-20,Creative Marketing Group,7640970060,BMO Harris Bank (US),071000288,Kroger,6763816409,JPMorgan Chase,021000021,RTP (Real-Time Payment),21967.06,USD,Completed
TRN497E2E2FFA,2025-03-27,Target Corp.,7241404835,BMO Harris Bank (US),071000288,Johnson & Johnson,5275444879,Wells Fargo,121000248,ACH Debit,232711.11,USD,Failed
TRND523D6D43D,2025-11-27,American Tower Corp.,5672123170,Citibank,021000089,Delta Air Lines,3193048744,BMO Harris Bank (US),071000288,ACH Debit,13715.88,USD,Completed
TRNDA6ED3B28E,2025-06-22,Costco Wholesale,6305614990,Citibank,021000089,Oracle Corp.,7914587784,BMO Harris Bank (US),071000288,ACH Debit,147743.36,USD,Completed
TRNEFE44B19E7,2025-09-01,McKesson,4958321224,Citibank,021000089,Innovative Tech Solutions,8621217321,BMO Harris Bank (US),071000288,ACH Credit,161770.68,USD,Completed
TRNB2FCFC19AA,2025-03-12,Apple Inc.,1762880084,JPMorgan Chase,021000021,Chevron,8914210006,BMO Harris Bank (US),071000288,Domestic Wire,3600281.69,USD,Completed
TRN937BFC1BDD,2025-12-06,Costco Wholesale,5442746805,BMO Harris Bank (US),071000288,Boeing,8859230458,"TD Bank, N.A. (US)",031101266,ACH Credit,162889.11,USD,Failed
TRNBEDC9C5338,2025-10-05,Kroger,6754708855,"TD Bank, N.A. (US)",031101266,Creative Marketing Group,9514242472,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22220.39,USD,Completed
TRN885D0F6FB2,2025-06-30,Gordon Food Service,7397356528,BMO Harris Bank (US),071000288,Office Depot,7773235648,Wells Fargo,121000248,Domestic Wire,2739702.56,USD,Completed
TRNF08C07F4FC,2025-05-10,Intel Corp.,7318010595,BMO Harris Bank (US),071000288,Cisco Systems,6148735674,JPMorgan Chase,021000021,RTP (Real-Time Payment),6505.22,USD,Failed
TRNCE12F00066,2025-10-26,PayDay Services Inc.,5516997829,BMO Harris Bank (US),071000288,AT&T,6329218743,Bank of America,026009593,RTP (Real-Time Payment),15281.15,USD,Failed
TRN60E1D414D6,2025-12-17,American Tower Corp.,1339651845,Bank of America,026009593,General Motors,5021791157,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),9091.23,USD,Completed
TRN84EEE1392A,2025-10-15,IBM,5559578154,BMO Harris Bank (US),071000288,Delta Air Lines,3362656683,JPMorgan Chase,021000021,ACH Credit,206992.59,USD,Completed
TRNDD138D4AFD,2025-02-28,Procter & Gamble,2299711528,BMO Harris Bank (US),071000288,Intel Corp.,7177766098,Citibank,021000089,Domestic Wire,3311136.34,USD,Completed
TRNFB47AEF649,2025-05-04,American Tower Corp.,1100898320,BMO Harris Bank (US),071000288,Delta Air Lines,4458551949,JPMorgan Chase,021000021,RTP (Real-Time Payment),22272.26,USD,Completed
TRN92024345D1,2025-01-24,Office Depot,2492660794,BMO Harris Bank (US),071000288,PayDay Services Inc.,4726739883,PNC Bank,043000096,RTP (Real-Time Payment),16025.02,USD,Completed
TRN5968D22BB0,2025-08-28,Starbucks Corp.,2074737907,U.S. Bank,091000022,Global Logistics Partners,6483281222,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11983.38,USD,Completed
TRN275D32600F,2025-01-06,Target Corp.,3411339847,BMO Harris Bank (US),071000288,Boeing,3640786585,PNC Bank,043000096,ACH Debit,194342.59,USD,Completed
TRN522386BB9D,2025-10-04,CVS Health,4235172990,Wells Fargo,121000248,"Amazon.com, Inc.",6032552488,BMO Harris Bank (US),071000288,ACH Credit,13207.13,USD,Completed
TRN6FBCEFDD16,2025-07-04,Innovative Tech Solutions,8594523747,Wells Fargo,121000248,General Motors,1744747099,BMO Harris Bank (US),071000288,ACH Credit,150127.12,USD,Failed
TRN28EE6DB5AF,2025-02-03,"Amazon.com, Inc.",5973228615,"TD Bank, N.A. (US)",031101266,Cardinal Health,4854227978,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),12275.72,USD,Completed
TRN3C4C7CF419,2025-01-05,Precision Manufacturing Inc.,5152535463,Bank of America,026009593,Target Corp.,4584678647,BMO Harris Bank (US),071000288,Domestic Wire,1156051.85,USD,Completed
TRNA44D3361FD,2025-04-07,Target Corp.,6109321090,Citibank,021000089,Cardinal Health,9964071500,BMO Harris Bank (US),071000288,ACH Debit,28423.84,USD,Completed
TRN0AC7205F08,2025-02-23,Creative Marketing Group,5833681762,BMO Harris Bank (US),071000288,Apple Inc.,8126146072,Citibank,021000089,RTP (Real-Time Payment),138.20,USD,Failed
TRN5E56D2CA0E,2025-04-26,Chevron,9618225028,BMO Harris Bank (US),071000288,Sysco Corporation,7576040835,JPMorgan Chase,021000021,ACH Debit,204314.43,USD,Completed
TRN675A0A7930,2025-12-12,"Amazon.com, Inc.",1020822386,Wells Fargo,121000248,Verizon Communications,5910345843,BMO Harris Bank (US),071000288,ACH Credit,99189.03,USD,Completed
TRN48A5006830,2025-12-24,Chevron,7547421293,Citibank,021000089,Kroger,6730349565,BMO Harris Bank (US),071000288,Domestic Wire,3895123.20,USD,Completed
TRN9C394148FA,2025-10-14,American Tower Corp.,8209967547,BMO Harris Bank (US),071000288,IBM,4195519172,Citibank,021000089,Domestic Wire,2317355.13,USD,Failed
TRN3BF64951F1,2025-12-16,PayDay Services Inc.,6348221547,Bank of America,026009593,Precision Manufacturing Inc.,6790479061,BMO Harris Bank (US),071000288,ACH Debit,96729.08,USD,Completed
TRN3E6E63B859,2025-03-18,Boeing,5183813276,PNC Bank,043000096,Sysco Corporation,8772762341,BMO Harris Bank (US),071000288,ACH Debit,248434.98,USD,Failed
TRN7EE5422DE2,2025-09-30,Exxon Mobil,3854223038,BMO Harris Bank (US),071000288,IBM,2757959293,Wells Fargo,121000248,RTP (Real-Time Payment),484.60,USD,Completed
TRND25956FA77,2025-06-04,The Home Depot,5247181669,BMO Harris Bank (US),071000288,Creative Marketing Group,9509807741,Citibank,021000089,RTP (Real-Time Payment),17599.41,USD,Completed
TRN10A1038048,2025-12-08,Oracle Corp.,8103500057,BMO Harris Bank (US),071000288,Office Depot,9482895669,PNC Bank,043000096,ACH Debit,233117.88,USD,Completed
TRNFF543BDEBA,2025-08-06,Oracle Corp.,3468764524,"TD Bank, N.A. (US)",031101266,Target Corp.,5891798598,BMO Harris Bank (US),071000288,ACH Credit,29055.79,USD,Completed
TRNF446A3E8E7,2025-12-09,CVS Health,4171235327,BMO Harris Bank (US),071000288,Alphabet Inc.,2911284390,Citibank,021000089,Domestic Wire,4628037.59,USD,Pending
TRN66F750F75E,2025-10-08,Intel Corp.,1153261817,PNC Bank,043000096,American Tower Corp.,6606134180,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),6340.63,USD,Completed
TRNE63989389B,2025-12-27,Office Depot,4836817303,BMO Harris Bank (US),071000288,Johnson & Johnson,3953215561,Wells Fargo,121000248,RTP (Real-Time Payment),14750.19,USD,Completed
TRNDAE50DB4D9,2025-01-07,Target Corp.,5973454013,U.S. Bank,091000022,Walmart Inc.,5077115629,BMO Harris Bank (US),071000288,Domestic Wire,590304.86,USD,Pending
TRN543805227A,2025-05-15,Apple Inc.,2991031605,BMO Harris Bank (US),071000288,Intel Corp.,5752530243,U.S. Bank,091000022,ACH Debit,123295.67,USD,Pending
TRNEFDE23B17B,2025-05-13,Costco Wholesale,2496010293,BMO Harris Bank (US),071000288,Oracle Corp.,5479853338,Citibank,021000089,RTP (Real-Time Payment),15800.44,USD,Completed
TRNB7E32A859A,2025-12-20,AmerisourceBergen,9830254048,PNC Bank,043000096,The Home Depot,3860676078,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),18228.38,USD,Completed
TRN367498A180,2025-01-27,Precision Manufacturing Inc.,9457424691,JPMorgan Chase,021000021,General Motors,2585783463,BMO Harris Bank (US),071000288,ACH Credit,3799.08,USD,Completed
TRN6D07AE5BAF,2025-05-08,PayDay Services Inc.,5790739621,BMO Harris Bank (US),071000288,Global Logistics Partners,6943258521,PNC Bank,043000096,ACH Debit,136010.01,USD,Completed
TRNA9227FE212,2025-02-21,PayDay Services Inc.,6979543936,BMO Harris Bank (US),071000288,McKesson,4244604067,Bank of America,026009593,ACH Credit,172332.90,USD,Completed
TRN0FC6260589,2025-03-16,Apple Inc.,2253786873,Wells Fargo,121000248,IBM,7590388258,BMO Harris Bank (US),071000288,Domestic Wire,1231717.62,USD,Failed
TRNF2FCB0D860,2025-11-11,Cardinal Health,3179606432,"TD Bank, N.A. (US)",031101266,CVS Health,4283510112,BMO Harris Bank (US),071000288,ACH Debit,31866.09,USD,Completed
TRND5A72B75E8,2025-09-12,PepsiCo,6804450021,BMO Harris Bank (US),071000288,United Parcel Service (UPS),3201949868,PNC Bank,043000096,ACH Credit,115768.82,USD,Pending
TRNB1C210F7DC,2025-07-10,CVS Health,9086701924,Wells Fargo,121000248,Costco Wholesale,1231876293,BMO Harris Bank (US),071000288,ACH Debit,183905.83,USD,Completed
TRN3B9F44D120,2025-08-27,Innovative Tech Solutions,2409101605,U.S. Bank,091000022,Exxon Mobil,9369845388,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),7024.01,USD,Completed
TRN52AA9229B7,2025-05-30,Cardinal Health,7108772560,Wells Fargo,121000248,Innovative Tech Solutions,7149378725,BMO Harris Bank (US),071000288,ACH Credit,158191.03,USD,Completed
TRN072980AD59,2025-11-07,Delta Air Lines,3483824299,Citibank,021000089,Starbucks Corp.,6214604473,BMO Harris Bank (US),071000288,ACH Credit,123174.65,USD,Completed
TRN12EAED41D1,2025-10-10,Creative Marketing Group,5744467003,Wells Fargo,121000248,Chevron,5358068175,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),13666.05,USD,Pending
TRNA13315401A,2025-02-21,Boeing,1682415963,BMO Harris Bank (US),071000288,Alphabet Inc.,2574957596,U.S. Bank,091000022,ACH Credit,119439.88,USD,Completed
TRNEC2DC6D67A,2025-06-01,Cisco Systems,7264152130,JPMorgan Chase,021000021,The Home Depot,1898310683,BMO Harris Bank (US),071000288,Domestic Wire,1257171.99,USD,Completed
TRN341E7812CD,2025-04-03,AT&T,6028627912,JPMorgan Chase,021000021,Precision Manufacturing Inc.,5320128469,BMO Harris Bank (US),071000288,ACH Credit,183955.15,USD,Completed
TRND0FBB71395,2025-10-20,Apple Inc.,5117768908,Bank of America,026009593,Target Corp.,8666056212,BMO Harris Bank (US),071000288,ACH Credit,26727.66,USD,Completed
TRNB5B29A7CC3,2025-01-25,Creative Marketing Group,8484578721,Wells Fargo,121000248,Cisco Systems,3529847705,BMO Harris Bank (US),071000288,Domestic Wire,797347.33,USD,Completed
TRNE964DD24C7,2025-04-11,Alphabet Inc.,6956770462,PNC Bank,043000096,Verizon Communications,7182206933,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),19022.44,USD,Completed
TRN1ED4463F0B,2025-11-26,Johnson & Johnson,8074207708,Citibank,021000089,Precision Manufacturing Inc.,4087394348,BMO Harris Bank (US),071000288,ACH Debit,18877.59,USD,Completed
TRN57B2EFAEE9,2025-04-14,Verizon Communications,9648755886,BMO Harris Bank (US),071000288,PepsiCo,6559032267,Wells Fargo,121000248,RTP (Real-Time Payment),16835.88,USD,Completed
TRN00E92770CA,2025-01-12,Microsoft Corp.,7148239786,Wells Fargo,121000248,Office Depot,5399974054,BMO Harris Bank (US),071000288,ACH Credit,139439.10,USD,Completed
TRN80086E36D2,2025-11-06,McKesson,6113174439,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,8474414364,Wells Fargo,121000248,Domestic Wire,2821097.14,USD,Pending
TRNE43C54D986,2025-05-17,Creative Marketing Group,4742012816,Bank of America,026009593,Costco Wholesale,3477079022,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3651.46,USD,Completed
TRNB92354CE8E,2025-06-27,AmerisourceBergen,6308802045,BMO Harris Bank (US),071000288,Starbucks Corp.,1577308905,Wells Fargo,121000248,RTP (Real-Time Payment),24253.57,USD,Completed
TRN5CC9EDECF5,2025-06-23,UnitedHealth Group,7252168439,BMO Harris Bank (US),071000288,Boeing,2982890334,U.S. Bank,091000022,RTP (Real-Time Payment),23101.77,USD,Completed
TRN943FA9F2AD,2025-01-06,"Amazon.com, Inc.",4562862007,BMO Harris Bank (US),071000288,General Motors,3157319503,U.S. Bank,091000022,ACH Debit,172244.81,USD,Completed
TRNE411DB6BAB,2025-11-28,Microsoft Corp.,5316502276,BMO Harris Bank (US),071000288,Chevron,8736910841,PNC Bank,043000096,Domestic Wire,4033665.99,USD,Completed
TRN4CB453C198,2025-02-11,Costco Wholesale,6869488770,Citibank,021000089,Cardinal Health,6360700757,BMO Harris Bank (US),071000288,Domestic Wire,2282176.29,USD,Completed
TRN40F660FFAC,2025-01-24,Marathon Petroleum,8775386836,BMO Harris Bank (US),071000288,"Amazon.com, Inc.",6363881281,Bank of America,026009593,ACH Credit,130287.10,USD,Pending
TRN4D5B350240,2025-08-31,Chevron,9770470926,BMO Harris Bank (US),071000288,Marathon Petroleum,2981407484,PNC Bank,043000096,ACH Credit,8257.20,USD,Completed
TRN07EB3AEE76,2025-04-26,Ford Motor Company,2132338785,JPMorgan Chase,021000021,Cardinal Health,8046232682,BMO Harris Bank (US),071000288,ACH Debit,120231.79,USD,Completed
TRN386DAD9850,2025-03-25,Precision Manufacturing Inc.,3974334415,Citibank,021000089,General Motors,9281304370,BMO Harris Bank (US),071000288,ACH Debit,4750.96,USD,Completed
TRN0DE5A86E9E,2025-11-19,Target Corp.,5155402490,BMO Harris Bank (US),071000288,Cisco Systems,1796357237,PNC Bank,043000096,RTP (Real-Time Payment),9392.78,USD,Failed
TRN153E743DD8,2025-05-21,The Home Depot,9815446958,U.S. Bank,091000022,Precision Manufacturing Inc.,6690507960,BMO Harris Bank (US),071000288,Domestic Wire,4881673.41,USD,Completed
TRN466A422C1B,2025-11-05,General Motors,9269673388,U.S. Bank,091000022,Precision Manufacturing Inc.,5253601335,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),4915.01,USD,Completed
TRN70F980583E,2025-05-16,Chevron,9382259135,BMO Harris Bank (US),071000288,The Walt Disney Company,4885429837,JPMorgan Chase,021000021,ACH Credit,233188.26,USD,Completed
TRN5C32FA2974,2025-02-09,Creative Marketing Group,3744255469,Citibank,021000089,Costco Wholesale,1737777055,BMO Harris Bank (US),071000288,Domestic Wire,2851274.30,USD,Completed
TRN6E9AB3EA43,2025-04-08,Starbucks Corp.,9161732421,Citibank,021000089,Target Corp.,2143809643,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),19668.21,USD,Completed
TRN4906FE4453,2025-08-20,"Amazon.com, Inc.",5573933116,BMO Harris Bank (US),071000288,Alphabet Inc.,5035902564,PNC Bank,043000096,Domestic Wire,4718021.83,USD,Completed
TRNE857B25975,2025-06-15,Boeing,8156782960,Wells Fargo,121000248,IBM,4856392096,BMO Harris Bank (US),071000288,Domestic Wire,3432334.58,USD,Failed
TRN53F262AE14,2025-11-15,Costco Wholesale,5236952571,Wells Fargo,121000248,Alphabet Inc.,2308059094,BMO Harris Bank (US),071000288,Domestic Wire,3162868.68,USD,Completed
