PartyAccountKey,PartyName,AccountNumber,BankName,RoutingNumber,PartyID,BankID,AccountType,AccountStatus,CurrencyCode
1030,Precision Manufacturing Inc.,2101929103,Wells Fargo,121000248,PTY0015665627,BNK3042761640,Settlement,Restricted,USD
1031,Boeing,3990834791,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,Settlement,Open,USD
1032,Marathon Petroleum,2239682215,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Operating,Open,USD
1033,Kroger,3005393203,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,DDA,Open,USD
1034,Microsoft Corp.,3713951461,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Savings,Open,USD
1035,Target Corp.,3132207411,Wells Fargo,121000248,PTY7876339522,BNK3042761640,Settlement,Open,USD
1036,Marathon Petroleum,1254358022,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Checking,Open,USD
1037,Verizon Communications,7492106435,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Settlement,Open,USD
1038,IBM,5770973625,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Open,USD
1039,Microsoft Corp.,6212175755,"TD Bank, N.A. (US)",31101266,PTY3912292247,BNK5167971386,Savings,Open,USD
1040,Verizon Communications,7232733814,JPMorgan Chase,21000021,PTY7037572584,BNK0502728543,Settlement,Open,USD
1041,"Amazon.com, Inc.",3795856157,JPMorgan Chase,21000021,PTY2779315664,BNK0502728543,DDA,Open,USD
1042,American Tower Corp.,9809075456,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Savings,Open,USD
1043,Global Logistics Partners,8518689143,U.S. Bank,91000022,PTY1309692604,BNK1729803148,Operating,Open,USD
1044,Digital Realty Trust,1011376311,Wells Fargo,121000248,PTY9286704350,BNK3042761640,Savings,Open,USD
1045,Walgreens Boots Alliance,7544363474,Wells Fargo,121000248,PTY8610634653,BNK3042761640,Settlement,Open,USD
1046,Procter & Gamble,1278175247,PNC Bank,43000096,PTY9114316110,BNK5511105923,Checking,Open,USD
1047,Kroger,7986658271,Bank of America,26009593,PTY2816857400,BNK2654045252,Operating,Open,USD
1048,The Home Depot,7032216240,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Settlement,Open,USD
1049,Gordon Food Service,6413643552,PNC Bank,43000096,PTY6164974103,BNK5511105923,DDA,Restricted,USD
1050,Sysco Corporation,7304437243,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,Operating,Open,USD
1051,AmerisourceBergen,8051353576,JPMorgan Chase,21000021,PTY6368312283,BNK0502728543,Settlement,Open,USD
1052,Office Depot,6664410543,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Checking,Open,USD
1053,Marathon Petroleum,1761521307,BMO Harris Bank (US),71000288,PTY1715304471,BNK8987547752,Savings,Restricted,USD
1054,"Amazon.com, Inc.",5708118354,BMO Harris Bank (US),71000288,PTY2779315664,BNK8987547752,Savings,Open,USD
1055,Exxon Mobil,9640315936,BMO Harris Bank (US),71000288,PTY4098054023,BNK8987547752,Savings,Open,USD
1056,Target Corp.,9994679996,Citibank,21000089,PTY7876339522,BNK7811237235,Settlement,Open,USD
1057,Chevron,5183635643,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Operating,Restricted,USD
1058,UnitedHealth Group,6449424940,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,Settlement,Open,USD
1059,Ford Motor Company,7018942713,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,Settlement,Open,USD
1060,Precision Manufacturing Inc.,3128673185,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,DDA,Open,USD
1061,Target Corp.,1524521511,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,DDA,Open,USD
1062,Starbucks Corp.,8425683074,Citibank,21000089,PTY4366635798,BNK7811237235,Checking,Open,USD
1063,Office Depot,1382920530,Citibank,21000089,PTY6420189976,BNK7811237235,Checking,Restricted,USD
1064,Boeing,9895747420,Citibank,21000089,PTY4316007792,BNK7811237235,Checking,Restricted,USD
1065,UnitedHealth Group,9668811444,"TD Bank, N.A. (US)",31101266,PTY2077606336,BNK5167971386,DDA,Open,USD
1066,Ford Motor Company,2871848446,Wells Fargo,121000248,PTY7056058482,BNK3042761640,Operating,Restricted,USD
1067,Apple Inc.,4381753389,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Savings,Open,USD
1068,Chevron,2459252418,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Savings,Open,USD
1069,Chevron,4809578949,JPMorgan Chase,21000021,PTY3748933244,BNK0502728543,Savings,Restricted,USD
1070,Precision Manufacturing Inc.,7627168659,"TD Bank, N.A. (US)",31101266,PTY0015665627,BNK5167971386,DDA,Open,USD
1071,Procter & Gamble,2785072009,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Restricted,USD
1072,Chevron,5018600113,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,DDA,Restricted,USD
1073,Procter & Gamble,3646393588,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Open,USD
1074,Main Street Cafe Supplies,9367299862,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Savings,Open,USD
1075,Delta Air Lines,8711663710,PNC Bank,43000096,PTY6986278352,BNK5511105923,DDA,Open,USD
1076,UnitedHealth Group,8274154029,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,DDA,Open,USD
1077,AmerisourceBergen,8713773586,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,DDA,Open,USD
1078,Boeing,5894095898,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,Checking,Open,USD
1079,Cisco Systems,5430081863,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Settlement,Restricted,USD
1080,Creative Marketing Group,6459923362,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Checking,Open,USD
1081,Verizon Communications,1091944342,Bank of America,26009593,PTY7037572584,BNK2654045252,Checking,Restricted,USD
1082,PayDay Services Inc.,2240575825,Bank of America,26009593,PTY8831115208,BNK2654045252,Savings,Open,USD
1083,Boeing,1466875919,Citibank,21000089,PTY4316007792,BNK7811237235,Savings,Open,USD
1084,Kroger,7128211075,Bank of America,26009593,PTY2816857400,BNK2654045252,Checking,Open,USD
1085,Global Logistics Partners,2292725376,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,DDA,Open,USD
1086,Costco Wholesale,4989301115,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Savings,Open,USD
1087,Kroger,2100352888,U.S. Bank,91000022,PTY2816857400,BNK1729803148,Operating,Open,USD
1088,Sysco Corporation,9553111025,Wells Fargo,121000248,PTY5683558312,BNK3042761640,DDA,Open,USD
1089,Procter & Gamble,4334147784,Citibank,21000089,PTY9114316110,BNK7811237235,Operating,Restricted,USD
1090,General Motors,9862286142,Wells Fargo,121000248,PTY8816866210,BNK3042761640,DDA,Restricted,USD
1091,CVS Health,6216858422,Wells Fargo,121000248,PTY1282810700,BNK3042761640,DDA,Open,USD
1092,Main Street Cafe Supplies,1174158271,U.S. Bank,91000022,PTY4103622305,BNK1729803148,Checking,Restricted,USD
1093,Oracle Corp.,6842867601,Bank of America,26009593,PTY2635862597,BNK2654045252,Settlement,Restricted,USD
1094,Procter & Gamble,9524717732,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Open,USD
1095,The Home Depot,3508374429,JPMorgan Chase,21000021,PTY6142414132,BNK0502728543,DDA,Open,USD
1096,Microsoft Corp.,6191456482,PNC Bank,43000096,PTY3912292247,BNK5511105923,Settlement,Restricted,USD
1097,Cisco Systems,4278541486,JPMorgan Chase,21000021,PTY7660810586,BNK0502728543,Settlement,Open,USD
1098,Costco Wholesale,8699158742,Bank of America,26009593,PTY9054121056,BNK2654045252,DDA,Open,USD
1099,The Home Depot,1065692140,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Settlement,Open,USD
1100,Oracle Corp.,3261987732,JPMorgan Chase,21000021,PTY2635862597,BNK0502728543,Operating,Open,USD
1101,CVS Health,1681993137,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Operating,Open,USD
1102,Walmart Inc.,9408086174,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,Savings,Restricted,USD
1103,Alphabet Inc.,6837533250,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Savings,Open,USD
1104,General Motors,1496403092,"TD Bank, N.A. (US)",31101266,PTY8816866210,BNK5167971386,Savings,Open,USD
1105,Target Corp.,5413493975,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,Settlement,Open,USD
1106,PepsiCo,6083729949,BMO Harris Bank (US),71000288,PTY9667484413,BNK8987547752,Savings,Open,USD
1107,Alphabet Inc.,1624213458,Wells Fargo,121000248,PTY3800715745,BNK3042761640,Checking,Open,USD
1108,Cardinal Health,1073252945,JPMorgan Chase,21000021,PTY0732888932,BNK0502728543,DDA,Restricted,USD
1109,Kroger,8944641704,Wells Fargo,121000248,PTY2816857400,BNK3042761640,Settlement,Open,USD
1110,Exxon Mobil,9040827452,Citibank,21000089,PTY4098054023,BNK7811237235,Settlement,Open,USD
1111,Oracle Corp.,7541711390,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Settlement,Open,USD
1112,Apple Inc.,5984790560,"TD Bank, N.A. (US)",31101266,PTY8195116288,BNK5167971386,Operating,Open,USD
1113,American Tower Corp.,2941833653,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,DDA,Open,USD
1114,American Tower Corp.,1591693957,"TD Bank, N.A. (US)",31101266,PTY7127548754,BNK5167971386,Savings,Open,USD
1115,UnitedHealth Group,9328408030,BMO Harris Bank (US),71000288,PTY2077606336,BNK8987547752,DDA,Open,USD
1116,Delta Air Lines,4766154486,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,Operating,Open,USD
1117,Kroger,2766833048,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,DDA,Restricted,USD
1118,Verizon Communications,6445586892,"TD Bank, N.A. (US)",31101266,PTY7037572584,BNK5167971386,Savings,Open,USD
1119,United Parcel Service (UPS),3858849147,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
1120,Oracle Corp.,9352968700,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Settlement,Open,USD
1121,The Walt Disney Company,4334182456,U.S. Bank,91000022,PTY6809545140,BNK1729803148,Checking,Open,USD
1122,Office Depot,1776236624,Citibank,21000089,PTY6420189976,BNK7811237235,DDA,Open,USD
1123,Ford Motor Company,9892848416,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,Operating,Open,USD
1124,Innovative Tech Solutions,1216044402,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Operating,Restricted,USD
1125,Innovative Tech Solutions,1229683313,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,DDA,Open,USD
1126,Cardinal Health,6813490645,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Checking,Open,USD
1127,Oracle Corp.,1107992510,JPMorgan Chase,21000021,PTY2635862597,BNK0502728543,Operating,Open,USD
1128,Digital Realty Trust,4874804225,Wells Fargo,121000248,PTY9286704350,BNK3042761640,Checking,Open,USD
1129,Johnson & Johnson,5597393274,U.S. Bank,91000022,PTY0042961820,BNK1729803148,Settlement,Open,USD
1130,United Parcel Service (UPS),1919873774,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Checking,Open,USD
1131,Ford Motor Company,5719250766,PNC Bank,43000096,PTY7056058482,BNK5511105923,Savings,Open,USD
1132,Precision Manufacturing Inc.,4733940570,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Settlement,Restricted,USD
1133,Office Depot,9570303927,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Checking,Open,USD
1134,Innovative Tech Solutions,7482294192,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Checking,Open,USD
1135,Global Logistics Partners,2777982362,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Savings,Restricted,USD
1136,Marathon Petroleum,6714973520,U.S. Bank,91000022,PTY1715304471,BNK1729803148,DDA,Open,USD
1137,Costco Wholesale,9226622220,Citibank,21000089,PTY9054121056,BNK7811237235,Operating,Open,USD
1138,Gordon Food Service,1394821081,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Savings,Open,USD
1139,Global Logistics Partners,2852020604,Bank of America,26009593,PTY1309692604,BNK2654045252,Checking,Open,USD
1140,Apple Inc.,9419783545,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Checking,Restricted,USD
1141,The Home Depot,4549888205,PNC Bank,43000096,PTY6142414132,BNK5511105923,Savings,Open,USD
1142,PayDay Services Inc.,9578812017,JPMorgan Chase,21000021,PTY8831115208,BNK0502728543,Checking,Open,USD
1143,Global Logistics Partners,6469440060,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Savings,Open,USD
1144,Marathon Petroleum,9030665425,U.S. Bank,91000022,PTY1715304471,BNK1729803148,Operating,Open,USD
1145,PayDay Services Inc.,1699576560,"TD Bank, N.A. (US)",31101266,PTY8831115208,BNK5167971386,Settlement,Open,USD
1146,Alphabet Inc.,6739876190,U.S. Bank,91000022,PTY3800715745,BNK1729803148,Savings,Restricted,USD
1147,Starbucks Corp.,7318959928,"TD Bank, N.A. (US)",31101266,PTY4366635798,BNK5167971386,Checking,Open,USD
1148,CVS Health,1393280774,Wells Fargo,121000248,PTY1282810700,BNK3042761640,Operating,Restricted,USD
1149,Microsoft Corp.,9830431235,Citibank,21000089,PTY3912292247,BNK7811237235,Checking,Open,USD
1150,Alphabet Inc.,4387390566,Bank of America,26009593,PTY3800715745,BNK2654045252,Operating,Open,USD
1151,Starbucks Corp.,5311243813,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Checking,Open,USD
1152,PayDay Services Inc.,6166512286,Bank of America,26009593,PTY8831115208,BNK2654045252,Operating,Open,USD
1153,Delta Air Lines,1138296686,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,Operating,Open,USD
1154,Apple Inc.,4123649061,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Savings,Open,USD
1155,Boeing,9159998988,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,Checking,Restricted,USD
1156,Johnson & Johnson,1027689079,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,DDA,Open,USD
1157,Procter & Gamble,2632519153,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Open,USD
1158,Digital Realty Trust,7560677348,BMO Harris Bank (US),71000288,PTY9286704350,BNK8987547752,Operating,Open,USD
1159,Cisco Systems,8163430308,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Checking,Open,USD
1160,McKesson,4910469057,JPMorgan Chase,21000021,PTY9015919892,BNK0502728543,Checking,Restricted,USD
1161,Ford Motor Company,6471346209,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,Savings,Open,USD
1162,Walgreens Boots Alliance,8001265374,PNC Bank,43000096,PTY8610634653,BNK5511105923,Checking,Open,USD
1163,The Walt Disney Company,4398382006,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Savings,Open,USD
1164,McKesson,9916171675,"TD Bank, N.A. (US)",31101266,PTY9015919892,BNK5167971386,Operating,Open,USD
1165,Apple Inc.,8773323169,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Savings,Open,USD
1166,Walgreens Boots Alliance,2173475768,PNC Bank,43000096,PTY8610634653,BNK5511105923,Settlement,Restricted,USD
1167,American Tower Corp.,7559343986,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Operating,Restricted,USD
1168,American Tower Corp.,8100521509,"TD Bank, N.A. (US)",31101266,PTY7127548754,BNK5167971386,Checking,Open,USD
1169,Johnson & Johnson,4035955079,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,DDA,Open,USD
1170,Global Logistics Partners,1280989878,"TD Bank, N.A. (US)",31101266,PTY1309692604,BNK5167971386,DDA,Open,USD
1171,Creative Marketing Group,7622368193,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,DDA,Open,USD
1172,Apple Inc.,8501501921,PNC Bank,43000096,PTY8195116288,BNK5511105923,Settlement,Restricted,USD
1173,Costco Wholesale,5063387812,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Savings,Restricted,USD
1174,The Walt Disney Company,6589139905,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Operating,Open,USD
1175,Gordon Food Service,5451593715,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Checking,Open,USD
1176,Sysco Corporation,6891035220,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,Operating,Restricted,USD
1177,PayDay Services Inc.,4295812239,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Savings,Open,USD
1178,Precision Manufacturing Inc.,9161856586,U.S. Bank,91000022,PTY0015665627,BNK1729803148,Savings,Restricted,USD
1179,Alphabet Inc.,4419347818,Wells Fargo,121000248,PTY3800715745,BNK3042761640,DDA,Restricted,USD
1180,Apple Inc.,3844319967,Wells Fargo,121000248,PTY8195116288,BNK3042761640,Checking,Open,USD
1181,IBM,5459112888,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Restricted,USD
1182,Cisco Systems,7182054493,"TD Bank, N.A. (US)",31101266,PTY7660810586,BNK5167971386,Operating,Open,USD
1183,AmerisourceBergen,2341773239,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Settlement,Open,USD
1184,Walmart Inc.,8137445918,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,Settlement,Open,USD
1185,Delta Air Lines,6619445537,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,DDA,Open,USD
1186,Cardinal Health,9431026085,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Checking,Open,USD
1187,Costco Wholesale,7565122005,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Savings,Open,USD
1188,United Parcel Service (UPS),5277937217,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
1189,Walmart Inc.,9126538436,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,DDA,Open,USD
1190,United Parcel Service (UPS),4712789799,Wells Fargo,121000248,PTY1197137317,BNK3042761640,Savings,Open,USD
1191,Delta Air Lines,4616516806,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,DDA,Restricted,USD
1192,PepsiCo,4245938288,BMO Harris Bank (US),71000288,PTY9667484413,BNK8987547752,Settlement,Open,USD
1193,Chevron,1818265013,JPMorgan Chase,21000021,PTY3748933244,BNK0502728543,Operating,Open,USD
1194,PepsiCo,8605798624,PNC Bank,43000096,PTY9667484413,BNK5511105923,Savings,Open,USD
1195,Global Logistics Partners,2610386500,Bank of America,26009593,PTY1309692604,BNK2654045252,Operating,Open,USD
1196,Alphabet Inc.,7971035555,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Checking,Open,USD
1197,Ford Motor Company,1874310175,"TD Bank, N.A. (US)",31101266,PTY7056058482,BNK5167971386,Checking,Open,USD
1198,CVS Health,9415334491,Wells Fargo,121000248,PTY1282810700,BNK3042761640,DDA,Restricted,USD
1199,Verizon Communications,3505282578,U.S. Bank,91000022,PTY7037572584,BNK1729803148,DDA,Open,USD
1200,Oracle Corp.,4349303040,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Settlement,Open,USD
1201,Costco Wholesale,8228760709,Wells Fargo,121000248,PTY9054121056,BNK3042761640,Settlement,Restricted,USD
1202,General Motors,2601294777,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Operating,Open,USD
1203,IBM,9063496606,PNC Bank,43000096,PTY9991254081,BNK5511105923,DDA,Open,USD
1204,CVS Health,8529470905,Bank of America,26009593,PTY1282810700,BNK2654045252,DDA,Open,USD
1205,"Amazon.com, Inc.",4893305334,U.S. Bank,91000022,PTY2779315664,BNK1729803148,Checking,Open,USD
1206,AT&T,2667696702,"TD Bank, N.A. (US)",31101266,PTY7409806428,BNK5167971386,Operating,Open,USD
1207,PayDay Services Inc.,3128136747,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Operating,Open,USD
1208,AT&T,7012326159,Bank of America,26009593,PTY7409806428,BNK2654045252,Operating,Open,USD
1209,Creative Marketing Group,5680359341,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Savings,Open,USD
1210,The Home Depot,6771038507,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Settlement,Restricted,USD
1211,Johnson & Johnson,4781970588,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Checking,Open,USD
1212,Main Street Cafe Supplies,5519500797,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Operating,Open,USD
1213,Costco Wholesale,6486556345,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Settlement,Open,USD
1214,UnitedHealth Group,6861552190,JPMorgan Chase,21000021,PTY2077606336,BNK0502728543,Settlement,Open,USD
1215,Innovative Tech Solutions,1519549302,U.S. Bank,91000022,PTY8946337887,BNK1729803148,Operating,Open,USD
1216,Walmart Inc.,5309604399,JPMorgan Chase,21000021,PTY6646531938,BNK0502728543,Settlement,Open,USD
1217,IBM,7408305008,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Savings,Open,USD
1218,Ford Motor Company,8580573418,Wells Fargo,121000248,PTY7056058482,BNK3042761640,Operating,Open,USD
1219,AT&T,5091148842,U.S. Bank,91000022,PTY7409806428,BNK1729803148,Savings,Open,USD
1220,Johnson & Johnson,1937108034,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,DDA,Open,USD
1221,Gordon Food Service,9476296256,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Operating,Open,USD
1222,Innovative Tech Solutions,8270784463,U.S. Bank,91000022,PTY8946337887,BNK1729803148,Checking,Open,USD
1223,Precision Manufacturing Inc.,3607292302,Wells Fargo,121000248,PTY0015665627,BNK3042761640,Settlement,Open,USD
1224,Gordon Food Service,2463437970,PNC Bank,43000096,PTY6164974103,BNK5511105923,Settlement,Open,USD
1225,Creative Marketing Group,7469884701,PNC Bank,43000096,PTY0828869254,BNK5511105923,Checking,Open,USD
1226,PayDay Services Inc.,7487006810,Citibank,21000089,PTY8831115208,BNK7811237235,Checking,Open,USD
1227,General Motors,9907845514,Wells Fargo,121000248,PTY8816866210,BNK3042761640,Savings,Open,USD
1228,Intel Corp.,6873830831,"TD Bank, N.A. (US)",31101266,PTY1011683210,BNK5167971386,Savings,Open,USD
1229,AmerisourceBergen,4949989447,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Checking,Restricted,USD
1230,Target Corp.,9967180199,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,DDA,Open,USD
1231,Verizon Communications,6160557094,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Settlement,Open,USD
1232,Cisco Systems,1438620243,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Savings,Restricted,USD
1233,Starbucks Corp.,2707544678,JPMorgan Chase,21000021,PTY4366635798,BNK0502728543,Operating,Open,USD
1234,Microsoft Corp.,9931596579,JPMorgan Chase,21000021,PTY3912292247,BNK0502728543,Checking,Open,USD
1235,Oracle Corp.,5542328714,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Checking,Restricted,USD
1236,PepsiCo,9655127459,BMO Harris Bank (US),71000288,PTY9667484413,BNK8987547752,Settlement,Open,USD
1237,American Tower Corp.,7134423759,"TD Bank, N.A. (US)",31101266,PTY7127548754,BNK5167971386,DDA,Open,USD
1238,Cisco Systems,7513234510,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Settlement,Restricted,USD
1239,Microsoft Corp.,4257582105,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Operating,Restricted,USD
1240,Precision Manufacturing Inc.,9447783105,JPMorgan Chase,21000021,PTY0015665627,BNK0502728543,Checking,Open,USD
1241,General Motors,1459580303,U.S. Bank,91000022,PTY8816866210,BNK1729803148,DDA,Restricted,USD
1242,Digital Realty Trust,6589651252,U.S. Bank,91000022,PTY9286704350,BNK1729803148,Settlement,Restricted,USD
1243,The Walt Disney Company,6659765279,"TD Bank, N.A. (US)",31101266,PTY6809545140,BNK5167971386,Settlement,Open,USD
1244,Verizon Communications,4043137487,JPMorgan Chase,21000021,PTY7037572584,BNK0502728543,Operating,Restricted,USD
1245,Precision Manufacturing Inc.,3565387514,Citibank,21000089,PTY0015665627,BNK7811237235,DDA,Restricted,USD
1246,Delta Air Lines,7902327032,PNC Bank,43000096,PTY6986278352,BNK5511105923,Checking,Open,USD
1247,McKesson,3467508080,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,Checking,Restricted,USD
1248,Sysco Corporation,4479694370,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,DDA,Open,USD
1249,Apple Inc.,3087711655,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Operating,Restricted,USD
1250,Starbucks Corp.,5862368218,Citibank,21000089,PTY4366635798,BNK7811237235,Operating,Open,USD
1251,Sysco Corporation,2356375069,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,DDA,Open,USD
1252,Alphabet Inc.,2458911555,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Savings,Open,USD
1253,Johnson & Johnson,5511410599,U.S. Bank,91000022,PTY0042961820,BNK1729803148,Operating,Open,USD
1254,Global Logistics Partners,8295872809,Wells Fargo,121000248,PTY1309692604,BNK3042761640,Operating,Open,USD
1255,Microsoft Corp.,5208882248,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Operating,Open,USD
1256,Marathon Petroleum,5975609203,"TD Bank, N.A. (US)",31101266,PTY1715304471,BNK5167971386,Checking,Restricted,USD
1257,Oracle Corp.,4319137570,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Operating,Open,USD
1258,McKesson,5653551139,Citibank,21000089,PTY9015919892,BNK7811237235,DDA,Restricted,USD
1259,McKesson,6138816712,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,Savings,Restricted,USD
1260,Global Logistics Partners,1134715109,Wells Fargo,121000248,PTY1309692604,BNK3042761640,Savings,Restricted,USD
1261,Walmart Inc.,8986329155,U.S. Bank,91000022,PTY6646531938,BNK1729803148,Settlement,Open,USD
1262,Boeing,2684911830,Citibank,21000089,PTY4316007792,BNK7811237235,Savings,Open,USD
1263,United Parcel Service (UPS),7629793408,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Settlement,Open,USD
1264,American Tower Corp.,4190061280,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,DDA,Open,USD
1265,AT&T,7931964320,Bank of America,26009593,PTY7409806428,BNK2654045252,Operating,Open,USD
1266,AmerisourceBergen,1453202822,Citibank,21000089,PTY6368312283,BNK7811237235,DDA,Open,USD
1267,Microsoft Corp.,9747004037,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Checking,Open,USD
1268,The Home Depot,9185007221,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Checking,Open,USD
1269,CVS Health,4853940779,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Operating,Open,USD
1270,The Home Depot,3539195696,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,DDA,Open,USD
